Index,Open,High,Low,Close,Volume
02/01/1970,510,510,504.6,505.2,106425
03/01/1970,505.05,509.7,501,501.15,158640
04/01/1970,501.45,502.05,498,499.2,135984
05/01/1970,502.5,504.75,500.85,501.15,160620
06/01/1970,500.85,502.8,499.05,500.55,158610
07/01/1970,501.3,507.3,501.3,505.8,198795
08/01/1970,504.9,516.45,504.6,514.95,214656
09/01/1970,514.95,516.6,510.6,512.55,176829
10/01/1970,511.05,521.85,511.05,520.05,212592
11/01/1970,522,522.9,517.35,519,218637
12/01/1970,520.5,522.75,517.05,519.45,221400
13/01/1970,521.4,521.7,516.45,517.8,179553
14/01/1970,519.45,521.1,517.2,520.2,154257
15/01/1970,520.8,534,520.8,532.95,220410
16/01/1970,536.7,537.45,531.3,531.45,242367
17/01/1970,532.65,539.25,531.3,537.75,220722
18/01/1970,538.35,540.45,534.3,535.65,231813
19/01/1970,536.1,539.4,534.6,536.25,167547
20/01/1970,535.95,539.7,532.35,536.1,215175
21/01/1970,534.75,545.55,533.7,545.25,198504
22/01/1970,545.4,546.3,540.9,541.5,221481
23/01/1970,540.45,543.15,539.4,541.35,174003
24/01/1970,539.25,540.6,538.2,538.65,127617
25/01/1970,537.75,547.2,537.75,544.05,226095
26/01/1970,545.25,548.1,541.2,543,227868
27/01/1970,543.9,546.9,541.8,542.85,192957
28/01/1970,543.9,549.6,543.6,549.3,224403
29/01/1970,548.85,551.4,547.5,549.6,166080
30/01/1970,549.9,550.35,541.5,542.85,205296
31/01/1970,542.1,545.4,541.2,544.65,186690
01/02/1970,544.35,556.65,544.05,552.45,230769
02/02/1970,552.75,554.1,548.25,548.55,208842
03/02/1970,549.3,550.95,543.6,545.55,171555
04/02/1970,545.55,548.25,544.95,546,142395
05/02/1970,544.2,550.05,542.4,543.3,211308
06/02/1970,542.4,544.65,539.7,541.35,190410
07/02/1970,541.8,543.3,537.15,540.45,178689
08/02/1970,538.5,543,536.7,542.7,192753
09/02/1970,541.5,548.7,540.45,546.6,247674
10/02/1970,544.65,547.95,541.5,542.1,218739
11/02/1970,541.65,546,541.35,545.4,226941
12/02/1970,548.1,555.3,547.5,551.25,251121
13/02/1970,552.3,552.3,545.7,546.15,190674
14/02/1970,547.5,551.1,545.55,548.25,215223
