Index,Open,High,Low,Close,Volume
02/01/1970,271.5,271.65,271.41,271.44,33954
03/01/1970,271.32,271.8,271.29,271.56,49776
04/01/1970,271.83,271.92,271.47,271.53,45798
05/01/1970,271.89,272.28,271.86,272.19,65748
06/01/1970,272.25,272.43,272.19,272.34,49773
07/01/1970,272.85,272.85,272.55,272.67,66180
08/01/1970,272.58,272.61,272.43,272.58,50109
09/01/1970,272.46,272.55,272.07,272.13,61200
10/01/1970,272.13,272.34,272.04,272.22,38646
11/01/1970,272.43,272.79,272.43,272.64,59553
12/01/1970,272.61,272.76,272.52,272.64,43884
13/01/1970,272.64,272.97,272.64,272.85,51204
14/01/1970,273.21,273.42,273.15,273.39,50802
15/01/1970,273.39,273.45,273.33,273.36,10833
16/01/1970,273.36,273.72,273.21,273.66,44307
17/01/1970,273.84,273.9,273.66,273.66,44412
18/01/1970,273.72,274.14,273.6,274.08,61593
19/01/1970,273.99,274.11,273.78,273.84,54048
20/01/1970,273.69,273.84,273.45,273.72,56487
21/01/1970,273.54,273.81,273.33,273.66,58530
22/01/1970,273.96,274.02,273.51,273.57,57711
23/01/1970,273.45,273.72,273.12,273.21,68790
24/01/1970,273,273,272.28,272.34,105177
25/01/1970,272.28,272.67,272.19,272.55,64329
26/01/1970,272.82,272.85,272.52,272.64,62913
27/01/1970,272.76,272.91,272.28,272.31,60861
28/01/1970,272.49,272.49,271.92,271.98,79626
29/01/1970,271.77,272.25,271.56,272.13,97740
30/01/1970,272.28,272.4,271.8,271.89,62082
31/01/1970,271.71,271.86,271.65,271.83,16455
01/02/1970,271.65,272.04,271.65,271.89,67239
02/02/1970,272.13,272.46,272.01,272.43,54858
03/02/1970,272.34,272.52,272.07,272.13,53154
04/02/1970,272.1,272.37,271.98,272.34,37689
05/02/1970,272.28,272.28,271.89,271.92,53970
06/02/1970,271.68,271.74,271.41,271.56,56595
07/02/1970,271.59,271.74,271.2,271.29,51348
08/02/1970,271.35,271.5,271.29,271.47,22092
09/02/1970,271.62,271.77,271.47,271.74,23235
10/02/1970,271.68,271.68,271.05,271.08,30105
11/02/1970,271.17,271.23,270.9,270.93,22470
12/02/1970,271.08,271.11,270.45,270.48,23535
13/02/1970,270.75,270.93,270.33,270.42,20631
14/02/1970,270.45,270.84,270.45,270.72,12990
15/02/1970,270.96,270.96,270.42,270.48,14655
16/02/1970,270.57,270.6,270.39,270.54,9591
17/02/1970,270.84,271.35,270.81,271.35,12456
18/02/1970,271.59,271.8,271.56,271.77,7890
19/02/1970,271.71,271.83,271.56,271.83,7425
20/02/1970,271.89,271.89,271.35,271.35,10998
21/02/1970,271.35,271.5,271.05,271.44,7440
22/02/1970,270.99,271.68,270.99,271.59,8277
23/02/1970,271.83,271.86,271.77,271.86,8187
24/02/1970,267.87,268.05,267.75,268.02,89376
25/02/1970,268.44,269.1,268.44,269.07,120087
26/02/1970,269.04,269.61,269.04,269.28,107985
27/02/1970,269.4,269.61,268.98,269.04,65817
28/02/1970,268.92,269.43,268.8,269.34,68949
01/03/1970,269.58,270.12,269.43,270.09,95664
02/03/1970,269.82,270.45,269.73,270.12,100452
03/03/1970,269.88,270.57,269.82,270.36,109146
04/03/1970,270.75,270.75,270.36,270.69,71163
05/03/1970,270.57,270.72,270.42,270.48,56088
06/03/1970,270.27,270.54,270.09,270.51,75213
07/03/1970,270.63,270.66,270.39,270.54,52506
08/03/1970,270.54,270.63,270.18,270.54,55623
09/03/1970,270.54,271.08,270.39,270.75,76371
10/03/1970,270.75,271.44,270.63,271.38,86463
11/03/1970,271.38,271.71,271.35,271.41,93186
12/03/1970,271.5,272.43,271.5,272.37,114174
13/03/1970,272.37,272.55,272.19,272.28,65190
14/03/1970,272.43,272.46,272.22,272.31,52116
15/03/1970,272.79,273.27,272.46,273.24,110037
16/03/1970,273.12,273.3,272.73,272.88,106260
17/03/1970,273.45,273.93,273.45,273.66,120126
18/03/1970,273.57,273.84,273.15,273.3,87216
19/03/1970,273.54,273.84,273.45,273.75,63069
20/03/1970,273.48,273.69,272.91,273.09,100107
21/03/1970,273.15,273.48,273,273.33,90099
22/03/1970,273.27,273.27,272.82,273.12,94698
23/03/1970,272.91,273.27,272.7,273.24,65733
24/03/1970,272.91,272.94,272.73,272.76,63363
25/03/1970,272.76,273.39,272.76,273.15,81711
26/03/1970,273.06,273.6,273,273.51,80496
27/03/1970,273.45,273.51,273.21,273.48,57576
28/03/1970,273.84,274.17,273.81,273.99,91002
29/03/1970,274.02,274.17,273.96,274.11,45669
30/03/1970,274.08,274.5,274.02,274.14,77514
31/03/1970,274.23,274.23,273.78,273.96,75264
