        lookbackS threshold nFast nSlow nSig nHold inventoryLimits  PD Ratio
 [298,]        14        44    12    26    9     2              40      0.20
 [299,]        14        48    12    26    9     2             160      0.20
 [300,]        14        48    12    26    9     3             120      0.20
 [301,]        14        48    12    26    9     3             130      0.20
 [302,]        14        48    12    26    9     3             140      0.20
 [303,]        14        48    12    26    9     3             150      0.20
 [304,]        14        10    12    26    9     1              60      0.19
 [305,]        14        12    12    26    9     1              60      0.19
 [306,]        14        32    12    26    9     0             160      0.19
 [307,]        14        32    12    26    9     0             170      0.19
 [308,]        14        34    12    26    9     2             190      0.19
 [309,]        14        38    12    26    9     0             180      0.19
 [310,]        14        40    12    26    9     3             170      0.19
 [311,]        14        46    12    26    9     2              60      0.19
 [312,]        14        14    12    26    9     1             100      0.18
 [313,]        14        16    12    26    9     1             100      0.18
 [314,]        14        18    12    26    9     1             100      0.18
 [315,]        14        36    12    26    9     0             100      0.18
 [316,]        14        42    12    26    9     1              40      0.18
 [317,]        14        10    12    26    9     1             100      0.17
 [318,]        14        12    12    26    9     1             100      0.17
 [319,]        14        26    12    26    9     1             170      0.17
 [320,]        14        28    12    26    9     1             170      0.17
 [321,]        14        30    12    26    9     1             170      0.17
 [322,]        14        32    12    26    9     2              40      0.17
 [323,]        14        34    12    26    9     3              70      0.17
 [324,]        14        36    12    26    9     1             180      0.17
 [325,]        14        36    12    26    9     3              70      0.17
 [326,]        14        42    12    26    9     0             180      0.17
 [327,]        14        42    12    26    9     3              40      0.17
 [328,]        14        42    12    26    9     3             100      0.17
 [329,]        14        44    12    26    9     1              50      0.17
 [330,]        14        12    12    26    9     0             190      0.16
 [331,]        14        14    12    26    9     0             190      0.16
 [332,]        14        16    12    26    9     0             190      0.16
 [333,]        14        18    12    26    9     0             190      0.16
 [334,]        14        20    12    26    9     0             190      0.16
 [335,]        14        20    12    26    9     1             170      0.16
 [336,]        14        22    12    26    9     1             170      0.16
 [337,]        14        24    12    26    9     1             170      0.16
 [338,]        14        28    12    26    9     1             100      0.16
 [339,]        14        30    12    26    9     1             100      0.16
 [340,]        14        34    12    26    9     2              40      0.16
 [341,]        14        40    12    26    9     3             180      0.16
 [342,]        14        42    12    26    9     0              70      0.16
 [343,]        14        44    12    26    9     0              40      0.16
 [344,]        14        44    12    26    9     0             190      0.16
 [345,]        14        48    12    26    9     0             190      0.16
 [346,]        14        48    12    26    9     0             200      0.16
 [347,]        14        10    12    26    9     0             190      0.15
 [348,]        14        12    12    26    9     0              90      0.15
 [349,]        14        14    12    26    9     0              90      0.15
 [350,]        14        16    12    26    9     0              90      0.15
 [351,]        14        18    12    26    9     0              90      0.15
 [352,]        14        20    12    26    9     0              90      0.15
 [353,]        14        20    12    26    9     1             100      0.15
 [354,]        14        22    12    26    9     1             100      0.15
 [355,]        14        24    12    26    9     1             100      0.15
 [356,]        14        26    12    26    9     1             100      0.15
 [357,]        14        32    12    26    9     0             100      0.15
 [358,]        14        34    12    26    9     0             100      0.15
 [359,]        14        36    12    26    9     2             160      0.15
