"Index","Open","High","Low","Close","Volume"
1970-01-02,0.768,0.7716,0.7674,0.7682,13862
1970-01-03,0.7708,0.7726,0.7672,0.77,19062
1970-01-04,0.7688,0.7712,0.7642,0.7658,18822
1970-01-05,0.7634,0.772,0.7604,0.7686,27838
1970-01-06,0.7672,0.7682,0.7592,0.7596,32764
1970-01-07,0.76,0.7636,0.7584,0.7622,34758
1970-01-08,0.76,0.7654,0.7596,0.7618,26594
1970-01-09,0.7632,0.7648,0.7562,0.7564,28956
1970-01-10,0.7574,0.7582,0.7482,0.749,26706
1970-01-11,0.7494,0.752,0.7468,0.7478,32020
1970-01-12,0.7504,0.7528,0.7484,0.749,27152
1970-01-13,0.7504,0.7522,0.7478,0.7508,19512
1970-01-14,0.7514,0.7574,0.7482,0.7568,29798
1970-01-15,0.7532,0.755,0.7508,0.7536,17686
1970-01-16,0.7524,0.754,0.7482,0.7492,27630
1970-01-17,0.7504,0.7528,0.7476,0.752,23092
1970-01-18,0.7526,0.759,0.752,0.7556,36686
1970-01-19,0.756,0.7568,0.752,0.7538,23270
1970-01-20,0.7534,0.756,0.753,0.755,16716
1970-01-21,0.755,0.7554,0.7508,0.7526,21990
1970-01-22,0.7514,0.7538,0.7496,0.7518,26018
1970-01-23,0.7512,0.753,0.7478,0.7486,31466
1970-01-24,0.7456,0.748,0.7378,0.738,37784
1970-01-25,0.735,0.7364,0.7314,0.7326,26954
1970-01-26,0.733,0.7358,0.7316,0.734,30234
1970-01-27,0.7344,0.7358,0.7316,0.7328,21304
1970-01-28,0.7324,0.7324,0.7268,0.7276,27786
1970-01-29,0.7248,0.7272,0.7222,0.7228,29632
1970-01-30,0.721,0.7238,0.7168,0.723,33766
1970-01-31,0.7184,0.72,0.7154,0.7166,24132
1970-02-01,0.7162,0.7166,0.7128,0.7138,35780
1970-02-02,0.7164,0.719,0.7148,0.7154,24092
1970-02-03,0.7218,0.7236,0.7194,0.723,24604
1970-02-04,0.711,0.7138,0.7106,0.7122,32398
1970-02-05,0.7122,0.7124,0.7086,0.71,21298
1970-02-06,0.709,0.7108,0.7064,0.7088,37614
1970-02-07,0.7012,0.7046,0.7004,0.7012,22986
1970-02-08,0.6912,0.6946,0.6846,0.6858,36766
1970-02-09,0.6818,0.7,0.6816,0.693,39462
1970-02-10,0.7098,0.712,0.7048,0.7088,33528
1970-02-11,0.707,0.7088,0.6982,0.6986,26810
1970-02-12,0.6984,0.706,0.6948,0.6986,28964
1970-02-13,0.6926,0.6946,0.69,0.6936,26910
1970-02-14,0.6876,0.6884,0.684,0.6854,20088
1970-02-15,0.6854,0.6962,0.6832,0.6942,16936
1970-02-16,0.689,0.6904,0.6876,0.6886,5880
1970-02-17,0.6884,0.6958,0.6884,0.691,5324
1970-02-18,0.7,0.7036,0.6982,0.7028,5448
1970-02-19,0.7002,0.7062,0.6966,0.7054,2418
1970-02-20,0.7042,0.7084,0.6986,0.6992,2546
1970-02-21,0.696,0.6968,0.6922,0.6936,2744
1970-02-22,0.69,0.6966,0.6894,0.6924,3432
1970-02-23,0.6958,0.6996,0.6956,0.6992,894
1970-02-24,0.724,0.7394,0.7206,0.739,62102
1970-02-25,0.731,0.7372,0.727,0.729,43316
1970-02-26,0.7326,0.745,0.7326,0.7414,36970
1970-02-27,0.7414,0.743,0.7368,0.742,21048
1970-02-28,0.7356,0.736,0.7332,0.7342,19644
1970-03-01,0.7348,0.7418,0.7342,0.7386,28132
1970-03-02,0.757,0.7616,0.7536,0.757,40804
1970-03-03,0.7636,0.7646,0.7572,0.7634,39228
1970-03-04,0.7748,0.7804,0.769,0.7774,40754
1970-03-05,0.7666,0.7688,0.7628,0.7648,28422
1970-03-06,0.7558,0.768,0.7558,0.766,35542
1970-03-07,0.7604,0.764,0.7548,0.757,32894
1970-03-08,0.754,0.759,0.7476,0.7552,33544
1970-03-09,0.747,0.7658,0.747,0.765,30696
1970-03-10,0.758,0.7612,0.7528,0.7546,50614
1970-03-11,0.758,0.7636,0.7546,0.7606,43686
1970-03-12,0.7702,0.7816,0.7702,0.7802,45558
1970-03-13,0.7826,0.7868,0.7752,0.784,41884
1970-03-14,0.7992,0.7992,0.7932,0.7948,36906
1970-03-15,0.803,0.8042,0.7924,0.7982,45888
1970-03-16,0.7954,0.8,0.791,0.7938,31792
1970-03-17,0.8,0.8154,0.799,0.815,46212
1970-03-18,0.812,0.815,0.8096,0.8122,22854
1970-03-19,0.8082,0.8114,0.8006,0.8014,30272
1970-03-20,0.8034,0.808,0.7702,0.776,66282
1970-03-21,0.7722,0.7782,0.7696,0.7764,46442
1970-03-22,0.7724,0.774,0.7628,0.7668,44048
1970-03-23,0.7654,0.7714,0.764,0.7672,29206
1970-03-24,0.7698,0.7776,0.7654,0.7768,38410
1970-03-25,0.7762,0.7808,0.7664,0.7676,37042
1970-03-26,0.7614,0.7682,0.7594,0.7662,33598
1970-03-27,0.7564,0.759,0.7524,0.753,40910
1970-03-28,0.75,0.75,0.7364,0.737,47724
1970-03-29,0.7344,0.7432,0.7318,0.738,43716
1970-03-30,0.7478,0.755,0.7468,0.7538,45768
1970-03-31,0.7488,0.7528,0.746,0.7492,30468
1970-04-01,0.766,0.7696,0.763,0.765,38790
1970-04-02,0.7644,0.7686,0.761,0.7678,23498
1970-04-03,0.7728,0.7784,0.7704,0.7768,37386
1970-04-04,0.7772,0.7834,0.7708,0.78,52066
1970-04-05,0.7772,0.784,0.775,0.7832,44020
1970-04-06,0.77,0.776,0.769,0.7736,35674
1970-04-07,0.7724,0.7794,0.7724,0.777,23444
1970-04-08,0.7864,0.7884,0.77,0.7718,48760
1970-04-09,0.779,0.78,0.7688,0.7776,45020
1970-04-10,0.774,0.7772,0.7712,0.7756,30236
1970-04-11,0.771,0.7754,0.7692,0.7746,27334
1970-04-12,0.7714,0.7718,0.7632,0.7652,23794
1970-04-13,0.765,0.7666,0.7612,0.7636,30132
